   ID       GA1       GA2       GA3
  774    0.7328    0.8332    0.8837
  775    0.7330    0.8336    0.8842
  776    0.7324    0.8323    0.8823
  777    0.7319    0.8313    0.8809
  778    0.7317    0.8310    0.8806
  779    0.7314    0.8307    0.8803
  780    0.7316    0.8310    0.8807
  781    0.7318    0.8314    0.8812
  782    0.7316    0.8311    0.8809
  783    0.7318    0.8314    0.8813
  784    0.7320    0.8318    0.8818
  785    0.7321    0.8321    0.8823
  786    0.7317    0.8312    0.8809
  787    0.7318    0.8315    0.8813
  788    0.7320    0.8319    0.8818
  789    0.7322    0.8322    0.8822
  790    0.7320    0.8319    0.8819
  791    0.7322    0.8323    0.8824
  792    0.7320    0.8319    0.8821
  793    0.7322    0.8323    0.8825
  794    0.7319    0.8320    0.8822
  795    0.7321    0.8323    0.8826
  796    0.7323    0.8327    0.8831
  797    0.7318    0.8317    0.8817
  798    0.7316    0.8314    0.8814
  799    0.7318    0.8317    0.8818
  800    0.7320    0.8321    0.8823
  801    0.7317    0.8318    0.8820
  802    0.7315    0.8314    0.8817
  803    0.7311    0.8305    0.8803
  804    0.7308    0.8302    0.8800
  805    0.7310    0.8305    0.8805
  806    0.7308    0.8302    0.8802
  807    0.7310    0.8306    0.8806
  808    0.7312    0.8309    0.8811
  809    0.7314    0.8313    0.8815
  810    0.7311    0.8310    0.8812
  811    0.7313    0.8313    0.8817
  812    0.7315    0.8316    0.8821
  813    0.7317    0.8320    0.8825
  814    0.7319    0.8323    0.8830
  815    0.7317    0.8320    0.8827
  816    0.7314    0.8317    0.8824
  817    0.7316    0.8320    0.8828
  818    0.7311    0.8309    0.8810
  819    0.7313    0.8312    0.8814
  820    0.7310    0.8309    0.8811
  821    0.7312    0.8312    0.8816
  822    0.7314    0.8316    0.8820
  823    0.7309    0.8307    0.8807
  824    0.7305    0.8297    0.8794
  825    0.7307    0.8301    0.8798
  826    0.7304    0.8298    0.8795
  827    0.7302    0.8295    0.8793
  828    0.7304    0.8298    0.8797
  829    0.7306    0.8302    0.8801
  830    0.7304    0.8299    0.8799
  831    0.7306    0.8302    0.8803
  832    0.7304    0.8299    0.8800
  833    0.7305    0.8302    0.8804
  834    0.7303    0.8299    0.8802
  835    0.7305    0.8303    0.8806
  836    0.7307    0.8306    0.8810
  837    0.7305    0.8303    0.8807
  838    0.7300    0.8294    0.8794
  839    0.7296    0.8285    0.8782
  840    0.7294    0.8282    0.8779
  841    0.7296    0.8286    0.8783
  842    0.7297    0.8289    0.8788
  843    0.7295    0.8286    0.8785
  844    0.7293    0.8283    0.8782
  845    0.7295    0.8287    0.8787
  846    0.7290    0.8276    0.8770
  847    0.7291    0.8279    0.8774
  848    0.7293    0.8282    0.8779
  849    0.7295    0.8286    0.8783
  850    0.7297    0.8289    0.8787
  851    0.7292    0.8280    0.8775
  852    0.7294    0.8283    0.8779
  853    0.7290    0.8275    0.8767
  854    0.7284    0.8264    0.8750
  855    0.7286    0.8267    0.8754
  856    0.7288    0.8270    0.8759
  857    0.7286    0.8268    0.8756
  858    0.7288    0.8271    0.8761
  859    0.7289    0.8274    0.8765
  860    0.7291    0.8278    0.8769
  861    0.7293    0.8281    0.8774
  862    0.7295    0.8284    0.8778
  863    0.7293    0.8281    0.8775
  864    0.7291    0.8279    0.8773
  865    0.7292    0.8282    0.8777
  866    0.7294    0.8285    0.8781
  867    0.7292    0.8282    0.8778
  868    0.7290    0.8280    0.8776
  869    0.7288    0.8277    0.8773
  870    0.7290    0.8280    0.8777
  871    0.7292    0.8283    0.8782
  872    0.7290    0.8281    0.8779
  873    0.7291    0.8284    0.8783
  874    0.7289    0.8281    0.8781
  875    0.7291    0.8284    0.8785
  876    0.7287    0.8276    0.8773
  877    0.7289    0.8279    0.8777
  878    0.7290    0.8282    0.8781
  879    0.7292    0.8285    0.8785
  880    0.7290    0.8283    0.8783
  881    0.7292    0.8286    0.8787
  882    0.7293    0.8289    0.8791
  883    0.7295    0.8292    0.8795
  884    0.7293    0.8289    0.8792
  885    0.7295    0.8293    0.8797
  886    0.7291    0.8284    0.8785
  887    0.7292    0.8287    0.8789
  888    0.7288    0.8279    0.8777
  889    0.7290    0.8282    0.8781
  890    0.7291    0.8285    0.8785
  891    0.7293    0.8289    0.8789
  892    0.7295    0.8292    0.8793
  893    0.7296    0.8295    0.8797
  894    0.7298    0.8298    0.8801
  895    0.7300    0.8301    0.8805
  896    0.7298    0.8298    0.8803
  897    0.7299    0.8301    0.8807
  898    0.7297    0.8299    0.8804
  899    0.7293    0.8290    0.8792
  900    0.7291    0.8288    0.8789
  901    0.7289    0.8285    0.8787
  902    0.7291    0.8288    0.8791
  903    0.7293    0.8291    0.8795
  904    0.7291    0.8288    0.8792
  905    0.7287    0.8280    0.8781
  906    0.7288    0.8283    0.8785
  907    0.7287    0.8281    0.8782
  908    0.7288    0.8284    0.8786
  909    0.7284    0.8276    0.8775
  910    0.7286    0.8279    0.8779
  911    0.7287    0.8282    0.8783
  912    0.7285    0.8279    0.8780
  913    0.7287    0.8282    0.8784
  914    0.7285    0.8280    0.8782
  915    0.7287    0.8283    0.8786
  916    0.7288    0.8286    0.8790
  917    0.7287    0.8283    0.8787
  918    0.7288    0.8286    0.8791
  919    0.7284    0.8278    0.8780
  920    0.7282    0.8275    0.8777
  921    0.7284    0.8279    0.8781
  922    0.7282    0.8276    0.8779
  923    0.7284    0.8279    0.8783
  924    0.7285    0.8282    0.8786
  925    0.7287    0.8285    0.8790
  926    0.7285    0.8283    0.8788
  927    0.7287    0.8286    0.8792
  928    0.7285    0.8283    0.8789
  929    0.7283    0.8280    0.8787
  930    0.7285    0.8283    0.8791
  931    0.7286    0.8286    0.8795
  932    0.7288    0.8289    0.8798
  933    0.7289    0.8292    0.8802
  934    0.7291    0.8295    0.8806
  935    0.7287    0.8287    0.8795
  936    0.7289    0.8290    0.8799
  937    0.7287    0.8288    0.8796
  938    0.7288    0.8291    0.8800
  939    0.7290    0.8294    0.8804
  940    0.7288    0.8291    0.8801
  941    0.7290    0.8294    0.8805
  942    0.7291    0.8297    0.8809
  943    0.7293    0.8300    0.8813
  944    0.7294    0.8303    0.8816
  945    0.7296    0.8306    0.8820
  946    0.7294    0.8303    0.8818
  947    0.7296    0.8306    0.8821
  948    0.7294    0.8304    0.8819
  949    0.7292    0.8301    0.8816
  950    0.7290    0.8298    0.8814
  951    0.7292    0.8301    0.8817
  952    0.7290    0.8299    0.8815
  953    0.7292    0.8302    0.8818
  954    0.7290    0.8299    0.8816
  955    0.7292    0.8302    0.8820
  956    0.7290    0.8300    0.8817
  957    0.7291    0.8302    0.8821
  958    0.7290    0.8300    0.8818
  959    0.7291    0.8303    0.8822
  960    0.7289    0.8300    0.8820
  961    0.7288    0.8298    0.8817
  962    0.7286    0.8295    0.8815
  963    0.7288    0.8298    0.8818
  964    0.7289    0.8301    0.8822
  965    0.7291    0.8304    0.8826
  966    0.7292    0.8307    0.8829
  967    0.7294    0.8310    0.8833
  968    0.7292    0.8307    0.8830
  969    0.7293    0.8310    0.8834
  970    0.7295    0.8313    0.8837
  971    0.7296    0.8316    0.8841
  972    0.7298    0.8318    0.8844
  973    0.7299    0.8321    0.8848
  974    0.7298    0.8319    0.8845
  975    0.7299    0.8321    0.8849
  976    0.7295    0.8312    0.8834
  977    0.7296    0.8314    0.8838
  978    0.7298    0.8317    0.8841
  979    0.7296    0.8315    0.8839
  980    0.7297    0.8317    0.8842
  981    0.7299    0.8320    0.8845
  982    0.7300    0.8323    0.8849
  983    0.7302    0.8326    0.8852
  984    0.7303    0.8329    0.8856
  985    0.7305    0.8331    0.8859
  986    0.7306    0.8334    0.8863
  987    0.7308    0.8337    0.8866
  988    0.7306    0.8334    0.8863
  989    0.7304    0.8332    0.8861
  990    0.7301    0.8324    0.8850
  991    0.7299    0.8321    0.8847
  992    0.7297    0.8319    0.8845
  993    0.7296    0.8316    0.8842
  994    0.7291    0.8307    0.8828
  995    0.7287    0.8299    0.8817
  996    0.7289    0.8302    0.8820
  997    0.7287    0.8300    0.8818
  998    0.7289    0.8302    0.8822
  999    0.7290    0.8305    0.8825
 1000    0.7292    0.8308    0.8829
 1001    0.7290    0.8305    0.8826
 1002    0.7291    0.8308    0.8830
 1003    0.7290    0.8306    0.8827
 1004    0.7286    0.8298    0.8816
 1005    0.7287    0.8301    0.8820
 1006    0.7289    0.8304    0.8823
 1007    0.7287    0.8301    0.8821
 1008    0.7284    0.8294    0.8810
 1009    0.7282    0.8291    0.8808
 1010    0.7283    0.8294    0.8812
 1011    0.7282    0.8292    0.8809
 1012    0.7280    0.8290    0.8807
 1013    0.7276    0.8282    0.8797
 1014    0.7278    0.8285    0.8800
 1015    0.7276    0.8283    0.8798
 1016    0.7275    0.8280    0.8796
 1017    0.7276    0.8283    0.8799
 1018    0.7278    0.8286    0.8803
 1019    0.7279    0.8289    0.8806
 1020    0.7277    0.8286    0.8804
 1021    0.7276    0.8284    0.8802
 1022    0.7277    0.8287    0.8805
 1023    0.7279    0.8289    0.8809
 1024    0.7280    0.8292    0.8812
 1025    0.7282    0.8295    0.8816
 1026    0.7277    0.8285    0.8801
 1027    0.7279    0.8288    0.8805
 1028    0.7280    0.8291    0.8808
 1029    0.7278    0.8288    0.8806
 1030    0.7280    0.8291    0.8809
 1031    0.7281    0.8294    0.8813
 1032    0.7283    0.8296    0.8816
 1033    0.7284    0.8299    0.8819
 1034    0.7286    0.8302    0.8823
 1035    0.7284    0.8299    0.8821
 1036    0.7285    0.8302    0.8824
 1037    0.7284    0.8300    0.8822
 1038    0.7280    0.8293    0.8811
 1039    0.7277    0.8285    0.8801
 1040    0.7275    0.8283    0.8799
 1041    0.7274    0.8281    0.8797
 1042    0.7275    0.8284    0.8800
 1043    0.7273    0.8281    0.8798
 1044    0.7275    0.8284    0.8801
 1045    0.7276    0.8287    0.8805
 1046    0.7273    0.8279    0.8795
 1047    0.7274    0.8282    0.8798
 1048    0.7272    0.8280    0.8796
 1049    0.7274    0.8283    0.8799
 1050    0.7272    0.8280    0.8797
 1051    0.7271    0.8278    0.8795
 1052    0.7272    0.8281    0.8799
 1053    0.7271    0.8279    0.8797
 1054    0.7272    0.8281    0.8800
 1055    0.7273    0.8284    0.8803
 1056    0.7270    0.8277    0.8793
 1057    0.7271    0.8279    0.8797
 1058    0.7270    0.8277    0.8795
 1059    0.7271    0.8280    0.8798
 1060    0.7273    0.8283    0.8801
 1061    0.7274    0.8285    0.8805
 1062    0.7272    0.8283    0.8802
 1063    0.7274    0.8286    0.8806
 1064    0.7275    0.8288    0.8809
 1065    0.7274    0.8286    0.8807
 1066    0.7272    0.8284    0.8805
 1067    0.7271    0.8282    0.8803
 1068    0.7272    0.8284    0.8806
 1069    0.7271    0.8282    0.8804
 1070    0.7272    0.8285    0.8807
 1071    0.7269    0.8278    0.8798
 1072    0.7270    0.8280    0.8801
 1073    0.7271    0.8283    0.8804
 1074    0.7270    0.8281    0.8802
 1075    0.7271    0.8283    0.8805
 1076    0.7272    0.8286    0.8809
 1077    0.7271    0.8284    0.8807
 1078    0.7270    0.8282    0.8805
 1079    0.7271    0.8284    0.8808
 1080    0.7272    0.8287    0.8811
 1081    0.7274    0.8289    0.8814
 1082    0.7272    0.8287    0.8812
 1083    0.7271    0.8285    0.8810
 1084    0.7272    0.8288    0.8813
 1085    0.7271    0.8286    0.8812
 1086    0.7267    0.8279    0.8802
 1087    0.7266    0.8277    0.8800
 1088    0.7267    0.8279    0.8803
 1089    0.7268    0.8282    0.8806
 1090    0.7270    0.8284    0.8809
 1091    0.7271    0.8287    0.8813
 1092    0.7272    0.8289    0.8816
 1093    0.7271    0.8287    0.8814
 1094    0.7272    0.8290    0.8817
 1095    0.7271    0.8288    0.8815
 1096    0.7269    0.8286    0.8813
 1097    0.7266    0.8279    0.8803
 1098    0.7265    0.8277    0.8801
 1099    0.7266    0.8279    0.8805
 1100    0.7267    0.8282    0.8808
 1101    0.7269    0.8284    0.8811
 1102    0.7267    0.8282    0.8809
 1103    0.7268    0.8285    0.8812
 1104    0.7265    0.8278    0.8802
 1105    0.7262    0.8271    0.8793
 1106    0.7263    0.8274    0.8796
 1107    0.7264    0.8276    0.8799
 1108    0.7266    0.8279    0.8802
 1109    0.7267    0.8281    0.8806
 1110    0.7268    0.8284    0.8809
 1111    0.7267    0.8282    0.8807
 1112    0.7268    0.8284    0.8810
 1113    0.7267    0.8282    0.8808
 1114    0.7265    0.8280    0.8806
 1115    0.7264    0.8278    0.8804
 1116    0.7261    0.8272    0.8795
 1117    0.7257    0.8265    0.8785
 1118    0.7259    0.8267    0.8789
 1119    0.7260    0.8270    0.8792
 1120    0.7259    0.8268    0.8790
 1121    0.7257    0.8266    0.8788
 1122    0.7259    0.8268    0.8791
 1123    0.7257    0.8267    0.8789
 1124    0.7258    0.8269    0.8793
 1125    0.7260    0.8271    0.8796
 1126    0.7261    0.8274    0.8799
 1127    0.7260    0.8272    0.8797
 1128    0.7261    0.8274    0.8800
 1129    0.7262    0.8277    0.8803
 1130    0.7264    0.8279    0.8806
 1131    0.7265    0.8282    0.8809
 1132    0.7266    0.8284    0.8812
 1133    0.7267    0.8286    0.8815
 1134    0.7264    0.8280    0.8806
 1135    0.7263    0.8278    0.8804
 1136    0.7264    0.8280    0.8807
 1137    0.7263    0.8278    0.8805
 1138    0.7259    0.8270    0.8793
 1139    0.7260    0.8272    0.8796
 1140    0.7259    0.8271    0.8794
 1141    0.7257    0.8269    0.8792
 1142    0.7259    0.8271    0.8795
 1143    0.7260    0.8273    0.8798
 1144    0.7259    0.8272    0.8797
 1145    0.7257    0.8270    0.8795
 1146    0.7258    0.8272    0.8798
 1147    0.7260    0.8274    0.8801
 1148    0.7261    0.8277    0.8804
 1149    0.7262    0.8279    0.8807
 1150    0.7263    0.8282    0.8810
 1151    0.7265    0.8284    0.8813
 1152    0.7262    0.8277    0.8804
 1153    0.7260    0.8276    0.8802
 1154    0.7261    0.8278    0.8805
 1155    0.7263    0.8280    0.8808
 1156    0.7261    0.8278    0.8806
 1157    0.7263    0.8281    0.8809
 1158    0.7261    0.8279    0.8807
 1159    0.7263    0.8281    0.8810
 1160    0.7259    0.8275    0.8801
 1161    0.7261    0.8277    0.8804
 1162    0.7262    0.8279    0.8807
 1163    0.7261    0.8278    0.8805
 1164    0.7259    0.8276    0.8804
 1165    0.7260    0.8278    0.8807
 1166    0.7262    0.8280    0.8810
 1167    0.7263    0.8283    0.8812
 1168    0.7264    0.8285    0.8815
 1169    0.7265    0.8287    0.8818
 1170    0.7264    0.8285    0.8817
 1171    0.7263    0.8284    0.8815
 1172    0.7264    0.8286    0.8818
 1173    0.7265    0.8288    0.8821
 1174    0.7266    0.8290    0.8823
 1175    0.7268    0.8293    0.8826
 1176    0.7266    0.8291    0.8825
 1177    0.7268    0.8293    0.8827
 1178    0.7269    0.8295    0.8830
 1179    0.7267    0.8294    0.8828
 1180    0.7269    0.8296    0.8831
 1181    0.7270    0.8298    0.8834
 1182    0.7271    0.8300    0.8837
 1183    0.7268    0.8294    0.8828
 1184    0.7267    0.8292    0.8826
 1185    0.7265    0.8290    0.8824
 1186    0.7264    0.8288    0.8822
 1187    0.7265    0.8291    0.8825
 1188    0.7267    0.8293    0.8828
 1189    0.7268    0.8295    0.8831
 1190    0.7269    0.8297    0.8834
 1191    0.7270    0.8300    0.8837
 1192    0.7269    0.8298    0.8835
 1193    0.7270    0.8300    0.8838
 1194    0.7271    0.8302    0.8840
 1195    0.7268    0.8296    0.8831
 1196    0.7264    0.8288    0.8819
 1197    0.7263    0.8286    0.8818
 1198    0.7264    0.8288    0.8820
 1199    0.7261    0.8281    0.8808
 1200    0.7262    0.8283    0.8811
 1201    0.7261    0.8281    0.8809
 1202    0.7262    0.8283    0.8812
 1203    0.7263    0.8286    0.8815
 1204    0.7264    0.8288    0.8818
 1205    0.7263    0.8286    0.8816
 1206    0.7264    0.8288    0.8819
 1207    0.7263    0.8286    0.8817
 1208    0.7264    0.8289    0.8820
 1209    0.7265    0.8291    0.8823
 1210    0.7264    0.8289    0.8821
 1211    0.7263    0.8287    0.8819
 1212    0.7264    0.8289    0.8822
 1213    0.7261    0.8283    0.8813
 1214    0.7262    0.8285    0.8816
 1215    0.7258    0.8278    0.8804
 1216    0.7260    0.8280    0.8807
 1217    0.7261    0.8282    0.8810
 1218    0.7262    0.8284    0.8813
 1219    0.7263    0.8287    0.8816
 1220    0.7264    0.8289    0.8819
 1221    0.7263    0.8287    0.8817
 1222    0.7264    0.8289    0.8820
 1223    0.7266    0.8291    0.8822
 1224    0.7267    0.8294    0.8825
 1225    0.7265    0.8292    0.8823
 1226    0.7267    0.8294    0.8826
 1227    0.7268    0.8296    0.8829
 1228    0.7267    0.8294    0.8827
 1229    0.7268    0.8297    0.8830
 1230    0.7269    0.8299    0.8833
 1231    0.7268    0.8297    0.8831
 1232    0.7266    0.8295    0.8829
 1233    0.7268    0.8297    0.8832
 1234    0.7269    0.8299    0.8834
 1235    0.7267    0.8298    0.8833
 1236    0.7264    0.8291    0.8824
 1237    0.7266    0.8294    0.8827
 1238    0.7264    0.8292    0.8825
 1239    0.7266    0.8294    0.8828
 1240    0.7267    0.8296    0.8830
 1241    0.7268    0.8298    0.8833
 1242    0.7269    0.8300    0.8836
 1243    0.7270    0.8303    0.8839
 1244    0.7269    0.8301    0.8837
 1245    0.7270    0.8303    0.8839
 1246    0.7269    0.8301    0.8838
 1247    0.7270    0.8303    0.8840
 1248    0.7271    0.8305    0.8843
 1249    0.7272    0.8308    0.8846
